"BATCH_FILE","ITEM","BLOCKS_SEEN","NUMBER_VERDICT","WAY_UP","PHOTO_NOTES","WORDS_VERDICT","WORDS_NOTE","NAME_VERDICT","NAME_NOTE","OTHER_PROBLEMS","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_11-20__READER_A.json","387","387","MATCHES","1:UPRIGHT","1=[3-8-7 in a row = 387] Spiral-torn notebook sheet, 'A passing daydream floated by' - one 11-line verse only, rest of page blank.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Only the first part ('A passing daydream floated by' ... 'Only a few would ever dare') is on the photo. The second part ('I'm getting angry / Unhappy ...') and third part ('[?] use trickery ...' to 'break') are on no photo of this card.","OK","First line of the sheet.","Two of the three typed sections have no photo - either the other side/pages were not photographed or those words belong to another piece.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_11-20__READER_A.json","398","398","MATCHES","1:UPRIGHT","1=[3-9-8 in a row = 398] Spiral-torn notebook sheet, blue ink, 'Should I go to San Francisco' - one verse ending 'I lock it away until I'm alone', rest of page blank.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Only the first section ('Should I go to San Francisco' ... 'I lock it away until I'm alone') is on the photo. The sections 'How long have you been sleeping?', 'Well I've been learning about myself', 'I've looked up and down', and 'A girl who was quite dear to me' are on no photo of this card.","OK","First line of the sheet.","Four of the five typed sections have no photo on this card.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_11-20__READER_A.json","413","413","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT","1=[4-1-3 in a row = 413] Overview: three torn notepad pieces laid in a column - 'TWO SEASONS' title piece, 'Ah, now I see the clouds' piece, 'adrift on the sea all alone' piece (bottom cut off). || 2=[4-1-3 in a row = 413] Close-up of piece 1: 'TWO SEASONS' title and 'I see black clouds rolling in' verse. || 3=[4-1-3 in a row = 413] Turned copy, now upright. Close-up of piece 2: 'Ah, now I see the clouds / Are blowing away' ... 'I can feel my heart torn'. || 4=[4-1-3 in a row = 413] Turned copy, now upright. Close-up of piece 3: 'adrift on the sea all alone' ... 'Try to forget all I've said'.","MATCH","Typed words match the three pieces. But the typing repeats itself: all three pieces typed once from the overview photo, then typed again after '---' from the close-ups, so a buyer sees the song twice.","OK","Title written on the sheet: TWO SEASONS.","Typed words are doubled (same pieces typed twice). Summary 'loose sheet' undersells it - it is three torn notepad pieces. Both turned photos (3 and 4) are the right way up.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_11-20__READER_A.json","416","416","MATCHES","1:UPRIGHT","1=[4-1-6 in a row = 416] Loose-leaf sheet titled 'Here & Now' in script, 'The time is getting late' full lyric.","MATCH","Typed words match the sheet (struck line 'Those who have been poorly directed' typed as a normal line - small).","OK","Title written on the sheet: Here & Now.","Summary is wrong: says '4 simultaneous draft versions written during the 2003 Northeast Blackout; P. Diddy named, VFW named, Bush named' - the photo shows one sheet, one version, and none of those names.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","438","438","MATCHES","1:UPRIGHT","1=[438] Lined sheet titled The Healing Song, blue ink, verses bracketed 1-3","MATCH","Typed words match the sheet (small misreads only, e.g. 'Into who I now am').","OK","Title written at top: The Healing Song.","","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","448","448","MATCHES","1:UPRIGHT","1=[448] Lined sheet, black ink, starts 'Can you feel a dark entity'","MATCH","Typed words match the sheet.","OK","First line of the sheet.","Summary says the number squares are on the left side; they are across the top. Minor.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","501","501","DIFFERENT NUMBER","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT 5:UPRIGHT 6:UPRIGHT","1=[501] Lined sheet: G Studios / met Sarah R note, verses 1-3 'Tired of putting work in', Refrain, start of Bridge || 2=[NONE] Bridge end on first sheet plus second lined sheet with verses 4-8 'I've been holding on...' || 3=[NONE] Printed (typed, not handwritten) page 'STUPID GOD FREAKS' in two columns || 4=[501] Handwritten lines on back of a printout: 'Napalm smells like victory...' || 5=[501] Closer shot of the same 'Napalm smells like victory' sheet (turned copy is upright) || 6=[502] Two lined sheets titled TWO SEASONS - a different item (502)","SHEET WORDS NOT TYPED","Photo 1 verses 1-3 and the Refrain ('Tired of putting work in... One face hides the pain and lies') are missing - typed words go from '[Main text]' straight to '---'. The 'Napalm smells like victory' sheet (photos 4-5) is not in the typed words shown (may be past the 1800-char cut). Bridge, verses 4-8 and the printed Stupid God Freaks text are typed.","OK","First line of verse 1 on photo 1.","Photo 6 shows blocks 502 (TWO SEASONS) - belongs to item 502, not 501. Photo 3 is a printed typed page, not handwriting. Summary says one sheet of white printer paper; photos show lined sheets, a printout and a sheet written on the back of a printout.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","504","504","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT","1=[504] Lined sheet 'When I got outta line it seems I lost my place' || 2=[NONE] Printed SPOKEN WORD POETRY flyer with Tom Jensen photo and list of 60 titles || 3=[NONE] Sheet of printed Tom Jensen business cards (READTOM.COM), Gallup page edge at bottom || 4=[NONE] Printed Gallup 'Confidence in Institutions' table","MATCH","Handwritten sheet typed correctly; printed flyer list also typed. Business cards and Gallup page are printed matter, not in the visible typed words (text is cut at 1800 chars).","OK","First line of the sheet (shortened).","Photos 2-4 are printed matter (flyer, business cards, Gallup poll page) with no blocks; not clear they are part of piece 504 - check.","FAIRLY SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","505","505","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[505] Lined sheet titled '* BAG IN 4A *' (Bag In Ya) || 2=[505] Lined sheet titled GLOBAL WARMING, 'The moving van is coming...' (turned copy is upright)","SHEET WORDS NOT TYPED","Photo 2 GLOBAL WARMING sheet ('The moving van is coming... they both seem to do the trick') is not in the typed words. Photo 1 words match.","OK","Title on sheet reads 'BAG IN 4A' (Bag In Ya).","","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","508","508","MATCHES","1:UPRIGHT","1=[508] Lined sheet 'Everybody dances for money / I dance for free', 12 lines","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First 12 lines match photo 1. Everything after the first '---' (the Jimmy Buffet / Margaritaville / Jose Cuervo sheets, 'fat girl express') is on no photo of this card.","OK","First line of the sheet.","Summary is wrong: it describes a torn cardboard freezer bag box with salmon; the photo shows a lined notebook sheet.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","511","511","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[511] Top of lined sheet 'I've never treaded water' || 2=[511] Lower part of the same sheet to 'We'd make room for more', blocks at bottom","MATCH","Typed words match the sheet.","OK","First line of the sheet.","Summary says green ink and squares on left margin; ink looks black and squares are at top/bottom. Minor.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","523","523","DIFFERENT NUMBER","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT 5:UPRIGHT","1=[523] Lined sheet titled BRAVEHEART (bubble letters) || 2=[523] Lined sheet, 5 lines 'I'm trending but for all the wrong reasons' (turned copy is upright) || 3=[255] Three sheets: 'She woke up this morning' (LAST), 'I said you've got to hold on', 'The path through life' - item 255 || 4=[255] Close-up of 'She woke up this morning' sheet with LAST - item 255 || 5=[NONE] Scrap on a printout: 'Follow this pattern / You know you lover her...' (As You Like It questions printed through)","SHEET WORDS NOT TYPED","Typed words match photos 1-2 (I'm trending + Braveheart). Photos 3-4 ('She woke up this morning' sheets) and photo 5 ('You know you lover her') are not typed.","OK","Title written on sheet: BRAVEHEART.","Photos 3 and 4 show blocks 255 - they belong to item 255, not 523. Photo 5 has no blocks and its sheet is unrelated to Braveheart - check which number it belongs to. The 'I'm trending' sheet in photo 2 (blocks 523) also appears in item 524 photo 1 (blocks 524) - one sheet shown under two numbers.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","524","524","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[524] Lined sheet 'I'm that diamond in the rough' with a second scrap below: 'I'm trending but for all the wrong reasons' || 2=[524] Lined sheet titled Not Easy Finding (bubble letters)","MATCH","Typed words match both photos (diamond sheet, I'm trending scrap, Not Easy Finding).","OK","First line of the sheet.","The 'I'm trending' scrap in photo 1 is the same sheet shown with blocks 523 on item 523 photo 2 - one sheet under two numbers; needs deciding which number owns it. Summary says a single sheet; photos show three pieces. Minor.","FAIRLY SURE"
"G01_SONG_FULL_LYRICS_PAGE_02_OF_03_V10F_W0220__cards_21-30__READER_A.json","551","551","MATCHES","1:UPRIGHT","1=[551] Lined spiral-torn sheet, blue ink, 'Such a crying shame'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First part matches the photo. 'MY EASTERN LOVE' (everything after '---') is on no photo of this card.","OK","First line of the sheet.","","SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","552","552","MATCHES","1:UPRIGHT 2:SIDEWAYS","1=[552] Handwritten MY EASTERN LOVE on 3-hole lined paper, blocks 5-5-2 above. || 2=[NONE] Same MY EASTERN LOVE sheet, no blocks, writing runs up the screen (needs a quarter turn clockwise).","MATCH","Typed words match the sheet.","OK","Title on sheet: MY EASTERN LOVE.","Photo 2 is shown sideways on the website.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","554","554","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[554] Handwritten poem starting 'I change the world / One person at a time' on unlined white paper. || 2=[554] Printed (typed) verses 'For everybody to wave a flag... Small acts of hatred...' - the other side of the sheet, handwriting showing through.","WORDS FROM ANOTHER SHEET","Typed words are MY EASTERN LOVE (the sheet on item 552). The handwritten 'I change the world...' poem and the printed verses on photo 2 are not typed at all.","OK","First line of the handwritten sheet: I change the world.","Summary says lined notebook paper in blue ink; photo shows unlined white paper in dark ink. Printed side (photo 2) not mentioned.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","624","624","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[624] Draft of 'Orange is the color of the trees' with rhyme-word lists, A/B/C scheme and 'Refrain' down the left. || 2=[624] Cleaner version, stanzas numbered 1-3, with -ees and -ise rhyme lists at the bottom.","MATCH","Typed words cover both sheets (draft then clean version with rhyme lists); cut for the check at the rhyme list.","OK","First line: Orange is the color of the trees.","","SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","625","625","MATCHES","1:UPRIGHT","1=[625] Handwritten 'I'm looking for something new' on lined legal-style paper, top third used.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First part matches the photo (small misses: 'disturbing' and 'swerving' left out). After the --- the typed words add the 'Orange is the color of the trees' clean version with rhyme lists (that sheet is on item 624, photo 2) and a 'When she calls you up you drop everything...' sheet; neither is on this card's photo.","OK","First line: I'm looking for something new.","","SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","626","626","MATCHES","1:UPRIGHT","1=[626] Handwritten 'Looking for a roll model', five 4-line stanzas, lined torn-edge paper.","MATCH","Typed words match the sheet.","OK","First line: Looking for a roll model.","Summary says pencil; writing looks like dark pen. Minor.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","667","667","MATCHES","1:UPRIGHT","1=[667] Blue-ink 'Well I've been learning about myself', 15 lines, lined torn-edge paper.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First part matches the photo. After the --- the 'Mother may she sleep in peace... Fly, Fly away raven... A wedding and a funeral' part is on no photo here.","OK","First line: Well I've been learning about myself.","","SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","732","732","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[732] Printed page titled ANY GIVEN DAY, ending 'This day was coming'. || 2=[732] Printed page 2 starting 'The day of all days', ending 'For a great nation to finally unite'; handwriting shows through from the back.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The opening 'For you never can tell / When there's a storm at sea ... So you'll have to take our word' is on neither photo. The ANY GIVEN DAY and 'The day of all days' parts match.","OK","'The day of all days' is the first line of page 2; the printed title on page 1 is ANY GIVEN DAY, which may be the better name.","Both photos are printed pages; handwriting visible through the paper on photo 2 (back side not pictured).","FAIRLY SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","920","920","MATCHES","1:UPRIGHT","1=[920] Lined 3-hole sheet with only two lines: 'Here I am alone with my thoughts / Sitting, staring, watching the clock'. Rest blank.","WORDS FROM ANOTHER SHEET","Typed words ('It seems my life has just two seasons...') are not on the photo. The two lines on the photo are not typed.","OK","Matches the first line on the photo.","Summary says page numbered '2'; no page number visible and no second page pictured.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","1100","375","DIFFERENT NUMBER","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT","1=[375] Both Kristin's Purpose pages laid together, blocks 3-7-5 at top (edge of another block cut off at right). || 2=[375] Page 1: bubble-letter title Kristin's Purpose, numbered stanzas 1-5. || 3=[375] Page 2 draft with Who/What/Where/Why/How box, 'Today I found an old poem...', 'Alone with my pen and dreams'.","MATCH","Typed words follow both pages.","OK","Title on sheet: Kristin's Purpose.","All three photos show blocks 3-7-5 (item 375), not 1100.","SURE"
"G01_SONG_FULL_LYRICS_PAGE_03_OF_03_V10F_W0220__cards_01-10__READER_A.json","1763","1763 (photo 11 shows 1764)","DIFFERENT NUMBER","1:SIDEWAYS 2:UPRIGHT 3:UPRIGHT 4:UPRIGHT 5:UPRIGHT 6:UPRIGHT 7:UPRIGHT 8:UPRIGHT 9:UPRIGHT 10:UPRIGHT 11:SIDEWAYS","1=[1763] Overview of the table with ~11 printed sheets (wilted rose, False Alarm, Maybe Someday, Another one hit wonder?, Downs Ands Ups, With Her I'll Make It, Ode to Jason, Politician Blues). This turned copy is WRONG: text runs down the screen. The original 20260823_173452.jpg is a wide landscape shot that is already correct. || 2=[1763] Printed UNTITLED poem with handwritten 'wilted rose' title, note about Edipus Rex, 'Poem 2 on next page'. || 3=[NONE] Printed 'Monkey' poem, 'Maids in the morning sweeping up broken glass'. || 4=[NONE] Printed MAYBE SOMEDAY. || 5=[NONE] Printed FALSE ALARM. || 6=[NONE] Printed 'Another one hit wonder?'. || 7=[NONE] Printed DOWNS ANDS UPS. || 8=[NONE] Printed WITH HER I'LL MAKE IT. || 9=[NONE] Printed ODE TO JASON (A FALLEN HERO), top of Politician Blues at bottom. || 10=[NONE] Printed Politician Blues, badly blurred, text unreadable. || 11=[1764] Overview of a DIFFERENT set of printed sheets with handwritten dates (9/28/12, 7/5/13, 7/18/2013, 8/14/2013...) and '(Previously unpublished)' notes: Hard Work, Hard to Hear, Living in a Jimmy Buffet Song, Point of Reference, etc. Blocks 1-7-6-4. This turned copy is also WRONG: text runs down the screen; the original 20260823_173827.jpg is a correct wide landscape shot.","MATCH","Visible typed words (cut at 1800 chars) match photo 2 (wilted rose / UNTITLED) and photo 3 (Monkey). 'FALSE AL' in the typed words is a stray fragment of the next sheet's edge. The rest (photos 4-10) is past the cut and could not be checked.","OK","Handwritten title on the first sheet: wilted rose.","Photo 11 shows blocks 1-7-6-4 (item 1764) - a different set of sheets. Photos 1 and 11 'UPRIGHT' replacement files are turned the wrong way: the originals are wide overview shots that already read correctly; the turned copies are sideways - do not swap them in. Photo 10 is badly blurred. Photo 1 also shows stray partial blocks at the right edge.","FAIRLY SURE"
